        Car#	        Laps	 Gap 1st/prv	    Last lap	    Best lap	  Last event	   Team name	     Tainted	         Pit
           5	           1	       1 / 1	 00:00:16,54	 00:00:16,54	 00:00:36,07	         H&B	           0	           0
          15	           1	       1 / 1	 00:00:17,83	 00:00:17,83	 00:00:37,39	Gentlemen Drivers	           0	           0
           2	           1	       1 / 1	 00:00:18,71	 00:00:18,71	 00:00:37,54	Src Eindhoven 2.0	           0	           0
           8	           1	       1 / 1	 00:00:16,63	 00:00:16,63	 00:00:38,20	Slipstream Rascals	           0	           0
          14	           2	       0 / 0	 00:00:12,49	 00:00:12,49	 00:00:45,76	    DSCA K&Q	           0	           0
          11	           2	       1 / 1	 00:00:12,62	 00:00:12,62	 00:00:46,33	    DSCA G&G	           0	           0
           1	           2	       1 / 1	 00:00:12,74	 00:00:12,74	 00:00:46,51	Slotracefriends 1	           0	           0
          13	           2	       0 / 0	 00:00:12,89	 00:00:12,89	 00:00:46,65	PT Motorsport	           0	           0
           6	           2	       1 / 1	 00:00:13,62	 00:00:13,62	 00:00:47,76	S-Slot Racing	           0	           0
          12	           2	       1 / 1	 00:00:13,82	 00:00:13,82	 00:00:47,84	Slotracefriends Juni	           0	           0
           9	           2	       1 / 1	 00:00:14,38	 00:00:14,38	 00:00:48,70	Verschaeve Racing	           0	           0
           4	           2	       1 / 1	 00:00:13,99	 00:00:13,99	 00:00:48,93	 Gas Monkeys	           0	           0
          16	           2	       1 / 1	 00:00:13,94	 00:00:13,94	 00:00:49,37	    Prospeed	           0	           0
           3	           2	       1 / 1	 00:00:16,40	 00:00:16,40	 00:00:50,42	         DTM	           0	           0
           5	           2	       1 / 1	 00:00:14,41	 00:00:14,41	 00:00:50,44	         H&B	           0	           0
          18	           2	       1 / 1	 00:00:16,18	 00:00:16,18	 00:00:50,61	DTM Les Fous	           0	           0
          15	           2	       1 / 1	 00:00:15,46	 00:00:15,46	 00:00:52,95	Gentlemen Drivers	           0	           0
           7	           2	       1 / 1	 00:00:20,30	 00:00:18,28	 00:00:54,95	D&T Motorsport	           0	           0
           2	           2	       1 / 1	 00:00:19,24	 00:00:18,71	 00:00:56,69	Src Eindhoven 2.0	           0	           0
          14	           3	       0 / 0	 00:00:12,21	 00:00:12,21	 00:00:58,33	    DSCA K&Q	           0	           0
           8	           2	       2 / 1	 00:00:20,77	 00:00:16,63	 00:00:58,55	Slipstream Rascals	           0	           0
          11	           3	       1 / 1	 00:00:12,50	 00:00:12,50	 00:00:58,90	    DSCA G&G	           0	           0
           1	           3	       1 / 1	 00:00:12,91	 00:00:12,74	 00:00:59,38	Slotracefriends 1	           0	           0
          13	           3	       1 / 1	 00:00:12,74	 00:00:12,74	 00:00:59,52	PT Motorsport	           0	           0
           6	           3	       1 / 1	 00:00:13,29	 00:00:13,29	 00:01:01,22	S-Slot Racing	           0	           0
           9	           3	       1 / 1	 00:00:13,03	 00:00:13,03	 00:01:01,57	Verschaeve Racing	           0	           0
          12	           3	       1 / 1	 00:00:13,37	 00:00:13,37	 00:01:01,60	Slotracefriends Juni	           0	           0
           4	           3	       1 / 1	 00:00:13,09	 00:00:13,09	 00:01:02,10	 Gas Monkeys	           0	           0
          16	           3	       1 / 1	 00:00:13,01	 00:00:13,01	 00:01:02,24	    Prospeed	           0	           0
           3	           3	       1 / 1	 00:00:12,58	 00:00:12,58	 00:01:02,99	         DTM	           0	           0
          18	           3	       1 / 1	 00:00:13,55	 00:00:13,55	 00:01:04,07	DTM Les Fous	           0	           0
           5	           3	       1 / 1	 00:00:16,80	 00:00:14,41	 00:01:07,50	         H&B	           0	           0
          15	           3	       1 / 1	 00:00:15,61	 00:00:15,46	 00:01:08,51	Gentlemen Drivers	           0	           0
           7	           3	       1 / 1	 00:00:13,66	 00:00:13,66	 00:01:08,71	D&T Motorsport	           0	           0
          14	           4	       0 / 0	 00:00:12,43	 00:00:12,21	 00:01:10,60	    DSCA K&Q	           0	           0
          11	           4	       1 / 1	 00:00:12,23	 00:00:12,23	 00:01:11,17	    DSCA G&G	           0	           0
           1	           4	       1 / 1	 00:00:12,53	 00:00:12,53	 00:01:11,65	Slotracefriends 1	           0	           0
          13	           4	       1 / 1	 00:00:12,61	 00:00:12,61	 00:01:12,08	PT Motorsport	           0	           0
           8	           3	       2 / 1	 00:00:14,93	 00:00:14,93	 00:01:13,51	Slipstream Rascals	           0	           0
          12	           4	       1 / 1	 00:00:13,21	 00:00:13,21	 00:01:14,77	Slotracefriends Juni	           0	           0
           4	           4	       1 / 1	 00:00:12,98	 00:00:12,98	 00:01:14,97	 Gas Monkeys	           0	           0
           2	           3	       2 / 1	 00:00:18,39	 00:00:18,39	 00:01:15,25	Src Eindhoven 2.0	           0	           0
           3	           4	       1 / 1	 00:00:12,70	 00:00:12,58	 00:01:15,56	         DTM	           0	           0
          16	           4	       1 / 1	 00:00:13,00	 00:00:13,00	 00:01:16,90	    Prospeed	           0	           0
          18	           4	       1 / 1	 00:00:13,15	 00:00:13,15	 00:01:17,24	DTM Les Fous	           0	           0
           5	           4	       1 / 1	 00:00:14,16	 00:00:14,16	 00:01:21,26	         H&B	           0	           0
           9	           4	       1 / 1	 00:00:19,93	 00:00:13,03	 00:01:21,62	Verschaeve Racing	           0	           0
          15	           4	       1 / 1	 00:00:14,03	 00:00:14,03	 00:01:22,58	Gentlemen Drivers	           0	           0
           7	           4	       1 / 1	 00:00:14,12	 00:00:13,66	 00:01:22,78	D&T Motorsport	           0	           0
          14	           5	       0 / 0	 00:00:12,62	 00:00:12,21	 00:01:23,17	    DSCA K&Q	           0	           0
          11	           5	       1 / 1	 00:00:12,46	 00:00:12,23	 00:01:23,44	    DSCA G&G	           0	           0
           1	           5	       1 / 1	 00:00:12,35	 00:00:12,35	 00:01:24,21	Slotracefriends 1	           0	           0
          13	           5	       1 / 1	 00:00:12,50	 00:00:12,50	 00:01:24,65	PT Motorsport	           0	           0
           6	           4	       2 / 1	 00:00:24,07	 00:00:13,29	 00:01:25,16	S-Slot Racing	           0	           0
           8	           4	       2 / 1	 00:00:14,35	 00:00:14,35	 00:01:27,58	Slipstream Rascals	           0	           0
          12	           5	       1 / 1	 00:00:13,09	 00:00:13,09	 00:01:27,64	Slotracefriends Juni	           0	           0
           4	           5	       1 / 1	 00:00:12,82	 00:00:12,82	 00:01:27,84	 Gas Monkeys	           0	           0
           3	           5	       1 / 1	 00:00:13,25	 00:00:12,58	 00:01:28,72	         DTM	           0	           0
          16	           5	       0 / 0	 00:00:13,07	 00:00:13,00	 00:01:28,27	    Prospeed	           0	           0
           2	           4	       2 / 1	 00:00:14,24	 00:00:14,24	 00:01:29,31	Src Eindhoven 2.0	           0	           0
          18	           5	       1 / 1	 00:00:12,70	 00:00:12,70	 00:01:29,81	DTM Les Fous	           0	           0
           9	           5	       1 / 1	 00:00:13,24	 00:00:13,03	 00:01:34,79	Verschaeve Racing	           0	           0
           5	           5	       1 / 1	 00:00:13,58	 00:00:13,58	 00:01:35,03	         H&B	           0	           0
          14	           6	       0 / 0	 00:00:12,49	 00:00:12,21	 00:01:35,74	    DSCA K&Q	           0	           0
          11	           6	       1 / 1	 00:00:12,92	 00:00:12,23	 00:01:36,30	    DSCA G&G	           0	           0
           7	           5	       2 / 1	 00:00:13,75	 00:00:13,66	 00:01:36,54	D&T Motorsport	           0	           0
           1	           6	       1 / 1	 00:00:12,70	 00:00:12,35	 00:01:36,78	Slotracefriends 1	           0	           0
          13	           6	       1 / 1	 00:00:12,49	 00:00:12,49	 00:01:37,22	PT Motorsport	           0	           0
           6	           5	       2 / 1	 00:00:13,34	 00:00:13,29	 00:01:38,33	S-Slot Racing	           0	           0
          15	           5	       2 / 1	 00:00:16,87	 00:00:14,03	 00:01:39,34	Gentlemen Drivers	           0	           0
          12	           6	       1 / 1	 00:00:12,89	 00:00:12,89	 00:01:40,50	Slotracefriends Juni	           0	           0
           4	           6	       1 / 1	 00:00:13,06	 00:00:12,82	 00:01:41,00	 Gas Monkeys	           0	           0
          16	           6	       1 / 1	 00:00:12,88	 00:00:12,88	 00:01:41,14	    Prospeed	           0	           0
           3	           6	       1 / 1	 00:00:12,77	 00:00:12,58	 00:01:41,59	         DTM	           0	           0
          18	           6	       1 / 1	 00:00:12,74	 00:00:12,70	 00:01:42,68	DTM Les Fous	           0	           0
           2	           5	       2 / 1	 00:00:13,70	 00:00:13,70	 00:01:43,08	Src Eindhoven 2.0	           0	           0
           8	           5	       2 / 1	 00:00:19,90	 00:00:14,35	 00:01:47,63	Slipstream Rascals	           0	           0
          14	           7	       0 / 0	 00:00:12,32	 00:00:12,21	 00:01:47,71	    DSCA K&Q	           0	           0
           5	           6	       2 / 1	 00:00:13,55	 00:00:13,55	 00:01:48,49	         H&B	           0	           0
           1	           7	       1 / 1	 00:00:12,92	 00:00:12,35	 00:01:49,65	Slotracefriends 1	           0	           0
           9	           6	       2 / 1	 00:00:15,08	 00:00:13,03	 00:01:49,75	Verschaeve Racing	           0	           0
          13	           7	       1 / 1	 00:00:12,74	 00:00:12,49	 00:01:50,39	PT Motorsport	           0	           0
           6	           6	       2 / 1	 00:00:12,89	 00:00:12,89	 00:01:51,20	S-Slot Racing	           0	           0
           7	           6	       2 / 1	 00:00:17,21	 00:00:13,66	 00:01:53,60	D&T Motorsport	           0	           0
          12	           7	       1 / 1	 00:00:13,21	 00:00:12,89	 00:01:53,67	Slotracefriends Juni	           0	           0
           4	           7	       1 / 1	 00:00:12,97	 00:00:12,82	 00:01:53,87	 Gas Monkeys	           0	           0
           3	           7	       1 / 1	 00:00:12,67	 00:00:12,58	 00:01:54,16	         DTM	           0	           0
          16	           7	       1 / 1	 00:00:13,03	 00:00:12,88	 00:01:54,31	    Prospeed	           0	           0
          11	           7	       1 / 1	 00:00:18,48	 00:00:12,23	 00:01:54,86	    DSCA G&G	           0	           0
          18	           7	       1 / 1	 00:00:12,79	 00:00:12,70	 00:01:55,25	DTM Les Fous	           0	           0
          15	           6	       2 / 1	 00:00:16,90	 00:00:14,03	 00:01:56,39	Gentlemen Drivers	           0	           0
           2	           6	       2 / 1	 00:00:15,55	 00:00:13,70	 00:01:58,64	Src Eindhoven 2.0	           0	           0
          14	           8	       0 / 0	 00:00:12,53	 00:00:12,21	 00:02:00,27	    DSCA K&Q	           0	           0
           1	           8	       1 / 1	 00:00:12,58	 00:00:12,35	 00:02:02,22	Slotracefriends 1	           0	           0
          13	           8	       1 / 1	 00:00:12,65	 00:00:12,49	 00:02:02,36	PT Motorsport	           0	           0
           8	           6	       3 / 1	 00:00:17,17	 00:00:14,35	 00:02:04,68	Slipstream Rascals	           0	           0
           5	           7	       2 / 1	 00:00:17,07	 00:00:13,55	 00:02:05,55	         H&B	           0	           0
          12	           8	       1 / 1	 00:00:12,97	 00:00:12,89	 00:02:06,54	Slotracefriends Juni	           0	           0
           3	           8	       1 / 1	 00:00:12,94	 00:00:12,58	 00:02:07,03	         DTM	           0	           0
           9	           7	       2 / 1	 00:00:16,84	 00:00:13,03	 00:02:07,11	Verschaeve Racing	           0	           0
          11	           8	       1 / 1	 00:00:12,50	 00:00:12,23	 00:02:07,43	    DSCA G&G	           0	           0
           6	           7	       2 / 1	 00:00:16,75	 00:00:12,89	 00:02:07,96	S-Slot Racing	           0	           0
          18	           8	       1 / 1	 00:00:13,01	 00:00:12,70	 00:02:08,41	DTM Les Fous	           0	           0
           7	           7	       2 / 1	 00:00:15,00	 00:00:13,66	 00:02:08,56	D&T Motorsport	           0	           0
           4	           8	       1 / 1	 00:00:16,55	 00:00:12,82	 00:02:10,33	 Gas Monkeys	           0	           0
          16	           8	       1 / 1	 00:00:16,96	 00:00:12,88	 00:02:11,37	    Prospeed	           0	           0
          14	           9	       0 / 0	 00:00:12,62	 00:00:12,21	 00:02:12,84	    DSCA K&Q	           0	           0
          13	           9	       1 / 1	 00:00:12,52	 00:00:12,49	 00:02:14,93	PT Motorsport	           0	           0
           1	           9	       1 / 1	 00:00:12,71	 00:00:12,35	 00:02:15,09	Slotracefriends 1	           0	           0
           2	           7	       3 / 1	 00:00:20,12	 00:00:13,70	 00:02:18,99	Src Eindhoven 2.0	           0	           0
           5	           8	       2 / 1	 00:00:13,64	 00:00:13,55	 00:02:19,02	         H&B	           0	           0
          12	           9	       1 / 1	 00:00:12,74	 00:00:12,74	 00:02:19,41	Slotracefriends Juni	           0	           0
           3	           9	       1 / 1	 00:00:12,58	 00:00:12,58	 00:02:19,60	         DTM	           0	           0
           8	           7	       3 / 1	 00:00:15,73	 00:00:14,35	 00:02:20,54	Slipstream Rascals	           0	           0
          11	           9	       1 / 1	 00:00:13,18	 00:00:12,23	 00:02:20,59	    DSCA G&G	           0	           0
          18	           9	       1 / 1	 00:00:12,73	 00:00:12,70	 00:02:20,98	DTM Les Fous	           0	           0
           9	           8	       2 / 1	 00:00:14,33	 00:00:13,03	 00:02:21,17	Verschaeve Racing	           0	           0
           6	           8	       2 / 1	 00:00:13,49	 00:00:12,89	 00:02:21,42	S-Slot Racing	           0	           0
           7	           8	       2 / 1	 00:00:13,52	 00:00:13,52	 00:02:22,33	D&T Motorsport	           0	           0
           4	           9	       1 / 1	 00:00:12,85	 00:00:12,82	 00:02:23,20	 Gas Monkeys	           0	           0
          16	           9	       1 / 1	 00:00:13,04	 00:00:12,88	 00:02:24,23	    Prospeed	           0	           0
          15	           7	       3 / 1	 00:00:29,04	 00:00:14,03	 00:02:25,12	Gentlemen Drivers	           0	           0
          14	          10	       0 / 0	 00:00:12,43	 00:00:12,21	 00:02:25,41	    DSCA K&Q	           0	           0
           1	          10	       1 / 1	 00:00:12,49	 00:00:12,35	 00:02:27,36	Slotracefriends 1	           0	           0
          13	          10	       1 / 1	 00:00:12,47	 00:00:12,47	 00:02:27,50	PT Motorsport	           0	           0
           3	          10	       1 / 1	 00:00:13,07	 00:00:12,58	 00:02:32,76	         DTM	           0	           0
           5	           9	       2 / 1	 00:00:13,91	 00:00:13,55	 00:02:33,08	         H&B	           0	           0
          11	          10	       0 / 0	 00:00:12,76	 00:00:12,23	 00:02:33,16	    DSCA G&G	           0	           0
          18	          10	       1 / 1	 00:00:13,49	 00:00:12,70	 00:02:34,45	DTM Les Fous	           0	           0
           8	           8	       3 / 1	 00:00:14,83	 00:00:14,35	 00:02:35,21	Slipstream Rascals	           0	           0
          12	          10	       1 / 1	 00:00:16,24	 00:00:12,74	 00:02:35,57	Slotracefriends Juni	           0	           0
           7	           9	       2 / 1	 00:00:13,50	 00:00:13,50	 00:02:35,80	D&T Motorsport	           0	           0
           6	           9	       2 / 1	 00:00:13,39	 00:00:12,89	 00:02:36,38	S-Slot Racing	           0	           0
           4	          10	       1 / 1	 00:00:13,58	 00:00:12,82	 00:02:36,66	 Gas Monkeys	           0	           0
          16	          10	       1 / 1	 00:00:13,00	 00:00:12,88	 00:02:37,10	    Prospeed	           0	           0
          14	          11	       0 / 0	 00:00:12,65	 00:00:12,21	 00:02:37,98	    DSCA K&Q	           0	           0
           9	           9	       3 / 1	 00:00:17,49	 00:00:13,03	 00:02:38,53	Verschaeve Racing	           0	           0
          15	           8	       4 / 1	 00:00:14,03	 00:00:14,03	 00:02:39,19	Gentlemen Drivers	           0	           0
           2	           8	       4 / 1	 00:00:20,97	 00:00:13,70	 00:02:39,64	Src Eindhoven 2.0	           0	           0
          13	          11	       1 / 1	 00:00:12,47	 00:00:12,47	 00:02:39,77	PT Motorsport	           0	           0
           1	          11	       1 / 1	 00:00:12,50	 00:00:12,35	 00:02:39,93	Slotracefriends 1	           0	           0
          11	          11	       1 / 1	 00:00:13,19	 00:00:12,23	 00:02:46,33	    DSCA G&G	           0	           0
           5	          10	       2 / 1	 00:00:13,90	 00:00:13,55	 00:02:46,85	         H&B	           0	           0
          18	          11	       1 / 1	 00:00:12,94	 00:00:12,70	 00:02:47,62	DTM Les Fous	           0	           0
           6	          10	       2 / 1	 00:00:12,86	 00:00:12,86	 00:02:47,76	S-Slot Racing	           0	           0
          12	          11	       1 / 1	 00:00:13,40	 00:00:12,74	 00:02:49,03	Slotracefriends Juni	           0	           0
           7	          10	       2 / 1	 00:00:14,02	 00:00:13,50	 00:02:49,56	D&T Motorsport	           0	           0
           3	          11	       1 / 1	 00:00:17,50	 00:00:12,58	 00:02:50,12	         DTM	           0	           0
           8	           9	       3 / 1	 00:00:14,81	 00:00:14,35	 00:02:50,17	Slipstream Rascals	           0	           0
          16	          11	       1 / 1	 00:00:13,15	 00:00:12,88	 00:02:50,27	    Prospeed	           0	           0
           4	          11	       1 / 1	 00:00:13,73	 00:00:12,82	 00:02:50,43	 Gas Monkeys	           0	           0
          14	          12	       0 / 0	 00:00:12,70	 00:00:12,21	 00:02:50,55	    DSCA K&Q	           0	           0
           9	          10	       3 / 1	 00:00:13,13	 00:00:13,03	 00:02:52,00	Verschaeve Racing	           0	           0
           1	          12	       1 / 1	 00:00:12,50	 00:00:12,35	 00:02:52,49	Slotracefriends 1	           0	           0
          15	           9	       4 / 1	 00:00:13,84	 00:00:13,84	 00:02:52,95	Gentlemen Drivers	           0	           0
          13	          12	       1 / 1	 00:00:13,40	 00:00:12,47	 00:02:53,23	PT Motorsport	           0	           0
           2	           9	       4 / 1	 00:00:15,23	 00:00:13,70	 00:02:54,90	Src Eindhoven 2.0	           0	           0
          11	          12	       1 / 1	 00:00:12,20	 00:00:12,20	 00:02:58,60	    DSCA G&G	           0	           0
           5	          11	       2 / 1	 00:00:13,58	 00:00:13,55	 00:03:00,31	         H&B	           0	           0
          18	          12	       1 / 1	 00:00:13,22	 00:00:12,70	 00:03:00,78	DTM Les Fous	           0	           0
           6	          11	       2 / 1	 00:00:13,09	 00:00:12,86	 00:03:00,92	S-Slot Racing	           0	           0
          12	          12	       1 / 1	 00:00:12,92	 00:00:12,74	 00:03:01,90	Slotracefriends Juni	           0	           0
           3	          12	       1 / 1	 00:00:12,57	 00:00:12,57	 00:03:02,69	         DTM	           0	           0
           7	          11	       2 / 1	 00:00:13,09	 00:00:13,09	 00:03:02,73	D&T Motorsport	           0	           0
          16	          12	       1 / 1	 00:00:12,92	 00:00:12,88	 00:03:03,14	    Prospeed	           0	           0
          14	          13	       0 / 0	 00:00:13,07	 00:00:12,21	 00:03:03,72	    DSCA K&Q	           0	           0
           4	          12	       2 / 1	 00:00:13,54	 00:00:12,82	 00:03:04,19	 Gas Monkeys	           0	           0
           8	          10	       4 / 1	 00:00:14,78	 00:00:14,35	 00:03:04,83	Slipstream Rascals	           0	           0
           9	          11	       3 / 1	 00:00:13,21	 00:00:13,03	 00:03:04,86	Verschaeve Racing	           0	           0
           1	          13	       1 / 1	 00:00:12,59	 00:00:12,35	 00:03:05,06	Slotracefriends 1	           0	           0
          13	          13	       1 / 1	 00:00:13,52	 00:00:12,47	 00:03:06,70	PT Motorsport	           0	           0
          15	          10	       4 / 1	 00:00:13,94	 00:00:13,84	 00:03:07,02	Gentlemen Drivers	           0	           0
           2	          10	       4 / 1	 00:00:14,17	 00:00:13,70	 00:03:08,96	Src Eindhoven 2.0	           0	           0
          11	          13	       1 / 1	 00:00:12,32	 00:00:12,20	 00:03:10,87	    DSCA G&G	           0	           0
          18	          13	       1 / 1	 00:00:12,97	 00:00:12,70	 00:03:13,65	DTM Les Fous	           0	           0
           5	          12	       2 / 1	 00:00:13,48	 00:00:13,48	 00:03:13,78	         H&B	           0	           0
           6	          12	       2 / 1	 00:00:12,92	 00:00:12,86	 00:03:13,79	S-Slot Racing	           0	           0
          12	          13	       1 / 1	 00:00:12,85	 00:00:12,74	 00:03:14,77	Slotracefriends Juni	           0	           0
           3	          13	       1 / 1	 00:00:12,87	 00:00:12,57	 00:03:15,56	         DTM	           0	           0
          16	          13	       1 / 1	 00:00:12,78	 00:00:12,78	 00:03:16,00	    Prospeed	           0	           0
           7	          12	       2 / 1	 00:00:13,46	 00:00:13,09	 00:03:16,19	D&T Motorsport	           0	           0
           4	          13	       1 / 1	 00:00:12,86	 00:00:12,82	 00:03:16,76	 Gas Monkeys	           0	           0
          14	          14	       0 / 0	 00:00:12,76	 00:00:12,21	 00:03:16,88	    DSCA K&Q	           0	           0
           1	          14	       1 / 1	 00:00:12,46	 00:00:12,35	 00:03:17,33	Slotracefriends 1	           0	           0
           9	          12	       3 / 1	 00:00:13,27	 00:00:13,03	 00:03:18,03	Verschaeve Racing	           0	           0
           8	          11	       4 / 2	 00:00:14,11	 00:00:14,11	 00:03:18,90	Slipstream Rascals	           0	           0
          13	          14	       1 / 1	 00:00:13,00	 00:00:12,47	 00:03:19,57	PT Motorsport	           0	           0
          15	          11	       4 / 1	 00:00:13,52	 00:00:13,52	 00:03:20,48	Gentlemen Drivers	           0	           0
          11	          14	       1 / 1	 00:00:12,40	 00:00:12,20	 00:03:23,14	    DSCA G&G	           0	           0
           2	          11	       4 / 1	 00:00:17,19	 00:00:13,70	 00:03:26,32	Src Eindhoven 2.0	           0	           0
          18	          14	       1 / 1	 00:00:13,15	 00:00:12,70	 00:03:26,82	DTM Les Fous	           0	           0
           6	          13	       2 / 1	 00:00:13,06	 00:00:12,86	 00:03:26,96	S-Slot Racing	           0	           0
           5	          13	       2 / 1	 00:00:13,47	 00:00:13,47	 00:03:27,25	         H&B	           0	           0
          12	          14	       1 / 1	 00:00:13,12	 00:00:12,74	 00:03:27,64	Slotracefriends Juni	           0	           0
           3	          14	       1 / 1	 00:00:12,47	 00:00:12,47	 00:03:28,12	         DTM	           0	           0
          16	          14	       1 / 1	 00:00:12,84	 00:00:12,78	 00:03:28,87	    Prospeed	           0	           0
           7	          13	       2 / 1	 00:00:12,97	 00:00:12,97	 00:03:29,06	D&T Motorsport	           0	           0
          14	          15	       0 / 0	 00:00:12,65	 00:00:12,21	 00:03:29,15	    DSCA K&Q	           0	           0
           1	          15	       1 / 1	 00:00:13,55	 00:00:12,35	 00:03:30,80	Slotracefriends 1	           0	           0
           4	          14	       2 / 1	 00:00:14,14	 00:00:12,82	 00:03:31,13	 Gas Monkeys	           0	           0
           9	          13	       3 / 1	 00:00:13,34	 00:00:13,03	 00:03:31,50	Verschaeve Racing	           0	           0
          13	          15	       1 / 1	 00:00:12,61	 00:00:12,47	 00:03:32,13	PT Motorsport	           0	           0
           8	          12	       4 / 2	 00:00:13,94	 00:00:13,94	 00:03:32,66	Slipstream Rascals	           0	           0
          15	          12	       4 / 1	 00:00:15,55	 00:00:13,52	 00:03:36,04	Gentlemen Drivers	           0	           0
          11	          15	       1 / 1	 00:00:12,77	 00:00:12,20	 00:03:36,30	    DSCA G&G	           0	           0
           6	          14	       2 / 1	 00:00:12,73	 00:00:12,73	 00:03:39,83	S-Slot Racing	           0	           0
           5	          14	       2 / 1	 00:00:13,37	 00:00:13,37	 00:03:40,71	         H&B	           0	           0
           3	          15	       1 / 1	 00:00:13,04	 00:00:12,47	 00:03:40,99	         DTM	           0	           0
          12	          15	       1 / 1	 00:00:13,34	 00:00:12,74	 00:03:41,10	Slotracefriends Juni	           0	           0
          14	          16	       0 / 0	 00:00:13,00	 00:00:12,21	 00:03:42,02	    DSCA K&Q	           0	           0
          16	          15	       2 / 1	 00:00:13,06	 00:00:12,78	 00:03:42,04	    Prospeed	           0	           0
           7	          14	       3 / 1	 00:00:13,03	 00:00:12,97	 00:03:42,23	D&T Motorsport	           0	           0
          18	          15	       2 / 1	 00:00:16,07	 00:00:12,70	 00:03:42,68	DTM Les Fous	           0	           0
           1	          16	       1 / 1	 00:00:12,53	 00:00:12,35	 00:03:43,37	Slotracefriends 1	           0	           0
           4	          15	       2 / 1	 00:00:13,00	 00:00:12,82	 00:03:44,00	 Gas Monkeys	           0	           0
           2	          12	       5 / 1	 00:00:18,02	 00:00:13,70	 00:03:44,27	Src Eindhoven 2.0	           0	           0
           9	          14	       3 / 1	 00:00:12,94	 00:00:12,94	 00:03:44,66	Verschaeve Racing	           0	           0
          13	          16	       1 / 1	 00:00:12,65	 00:00:12,47	 00:03:45,00	PT Motorsport	           0	           0
          11	          16	       1 / 1	 00:00:13,03	 00:00:12,20	 00:03:49,17	    DSCA G&G	           0	           0
          15	          13	       4 / 2	 00:00:14,02	 00:00:13,52	 00:03:50,11	Gentlemen Drivers	           0	           0
           8	          13	       4 / 1	 00:00:17,95	 00:00:13,94	 00:03:50,62	Slipstream Rascals	           0	           0
          12	          16	       1 / 1	 00:00:13,30	 00:00:12,74	 00:03:54,27	Slotracefriends Juni	           0	           0
           5	          15	       2 / 1	 00:00:14,08	 00:00:13,37	 00:03:54,78	         H&B	           0	           0
           6	          15	       2 / 1	 00:00:15,29	 00:00:12,73	 00:03:54,79	S-Slot Racing	           0	           0
          16	          16	       1 / 1	 00:00:12,96	 00:00:12,78	 00:03:54,91	    Prospeed	           0	           0
           3	          16	       1 / 1	 00:00:13,84	 00:00:12,47	 00:03:55,06	         DTM	           0	           0
