        Car#	        Laps	 Gap 1st/prv	    Last lap	    Best lap	  Last event	   Team name	     Tainted	         Pit

START	15:59:05
          15	          56	      10 / 6	 00:00:13,43	 00:00:13,26	 00:14:23,80	Gentlemen Drivers	           0	           0
           7	          64	       2 / 1	 00:00:12,95	 00:00:12,65	 00:14:24,00	D&T Motorsport	           0	           0
           1	          63	       3 / 1	 00:00:12,53	 00:00:12,41	 00:14:24,53	Slotracefriends 1	           0	           0
           4	          63	       3 / 1	 00:00:12,73	 00:00:12,50	 00:14:26,36	 Gas Monkeys	           0	           0
          11	          64	       2 / 1	 00:00:12,56	 00:00:12,23	 00:14:26,45	    DSCA G&G	           0	           0
          16	          62	       4 / 1	 00:00:13,21	 00:00:12,61	 00:14:26,80	    Prospeed	           0	           0
          18	          63	       3 / 1	 00:00:13,21	 00:00:12,42	 00:14:27,44	DTM Les Fous	           0	           0
          12	          56	      10 / 1	 00:00:13,13	 00:00:12,96	 00:14:27,66	Slotracefriends Juni	           0	           0
           3	          66	       0 / 0	 00:00:15,68	 00:00:12,23	 00:14:31,74	         DTM	           0	           0
          14	          63	       4 / 1	 00:00:12,95	 00:00:12,50	 00:14:31,87	    DSCA K&Q	           0	           0
           6	          65	       2 / 2	 00:00:12,41	 00:00:12,41	 00:14:32,66	S-Slot Racing	           0	           0
           2	          52	      15 / 2	 00:00:14,81	 00:00:14,23	 00:14:33,52	Src Eindhoven 2.0	           0	           0
          13	          62	       5 / 1	 00:00:18,84	 00:00:12,35	 00:14:33,95	PT Motorsport	           0	           0
           8	          54	      13 / 3	 00:00:14,65	 00:00:14,06	 00:14:34,48	Slipstream Rascals	           0	           0
           9	          63	       4 / 1	 00:00:12,68	 00:00:12,64	 00:14:36,30	Verschaeve Racing	           0	           0
           1	          64	       3 / 1	 00:00:12,67	 00:00:12,41	 00:14:37,40	Slotracefriends 1	           0	           0
          15	          57	      10 / 6	 00:00:13,79	 00:00:13,26	 00:14:37,56	Gentlemen Drivers	           0	           0
           4	          64	       3 / 1	 00:00:13,16	 00:00:12,50	 00:14:39,23	 Gas Monkeys	           0	           0
          11	          65	       2 / 1	 00:00:13,07	 00:00:12,23	 00:14:39,62	    DSCA G&G	           0	           0
          16	          63	       4 / 1	 00:00:12,88	 00:00:12,61	 00:14:39,67	    Prospeed	           0	           0
           7	          65	       2 / 1	 00:00:16,06	 00:00:12,65	 00:14:40,15	D&T Motorsport	           0	           0
          18	          64	       3 / 1	 00:00:13,40	 00:00:12,42	 00:14:40,90	DTM Les Fous	           0	           0
          12	          57	      10 / 1	 00:00:13,48	 00:00:12,96	 00:14:41,12	Slotracefriends Juni	           0	           0
           3	          67	       0 / 0	 00:00:12,22	 00:00:12,22	 00:14:44,00	         DTM	           0	           0
          14	          64	       4 / 1	 00:00:12,59	 00:00:12,50	 00:14:44,43	    DSCA K&Q	           0	           0
           6	          66	       2 / 2	 00:00:12,73	 00:00:12,41	 00:14:45,23	S-Slot Racing	           0	           0
          13	          63	       5 / 1	 00:00:12,42	 00:00:12,35	 00:14:48,01	PT Motorsport	           0	           0
           2	          53	      15 / 2	 00:00:14,78	 00:00:14,23	 00:14:48,18	Src Eindhoven 2.0	           0	           0
           8	          55	      13 / 3	 00:00:14,38	 00:00:14,06	 00:14:48,84	Slipstream Rascals	           0	           0
           9	          64	       4 / 1	 00:00:12,73	 00:00:12,64	 00:14:48,87	Verschaeve Racing	           0	           0
           1	          65	       3 / 1	 00:00:12,62	 00:00:12,41	 00:14:49,97	Slotracefriends 1	           0	           0
          15	          58	      10 / 6	 00:00:13,37	 00:00:13,26	 00:14:51,03	Gentlemen Drivers	           0	           0
          11	          66	       2 / 1	 00:00:12,67	 00:00:12,23	 00:14:52,18	    DSCA G&G	           0	           0
          16	          64	       4 / 1	 00:00:12,97	 00:00:12,61	 00:14:52,53	    Prospeed	           0	           0
          18	          65	       3 / 1	 00:00:13,34	 00:00:12,42	 00:14:54,07	DTM Les Fous	           0	           0
           7	          66	       2 / 1	 00:00:14,99	 00:00:12,65	 00:14:55,12	D&T Motorsport	           0	           0
          12	          58	      10 / 1	 00:00:14,67	 00:00:12,96	 00:14:55,79	Slotracefriends Juni	           0	           0
           4	          65	       3 / 1	 00:00:16,59	 00:00:12,50	 00:14:55,99	 Gas Monkeys	           0	           0
           3	          68	       0 / 0	 00:00:12,32	 00:00:12,22	 00:14:56,27	         DTM	           0	           0
          14	          65	       4 / 1	 00:00:12,76	 00:00:12,50	 00:14:57,00	    DSCA K&Q	           0	           0
           6	          67	       2 / 2	 00:00:12,83	 00:00:12,41	 00:14:58,10	S-Slot Racing	           0	           0
          13	          64	       5 / 1	 00:00:12,44	 00:00:12,35	 00:14:58,79	PT Motorsport	           0	           0
           9	          65	       4 / 1	 00:00:13,43	 00:00:12,64	 00:15:02,34	Verschaeve Racing	           0	           0
           1	          66	       3 / 1	 00:00:12,76	 00:00:12,41	 00:15:02,54	Slotracefriends 1	           0	           0
           2	          54	      15 / 2	 00:00:17,35	 00:00:14,23	 00:15:05,54	Src Eindhoven 2.0	           0	           0
          11	          67	       2 / 1	 00:00:13,55	 00:00:12,23	 00:15:05,65	    DSCA G&G	           0	           0
          16	          65	       4 / 1	 00:00:13,38	 00:00:12,61	 00:15:06,00	    Prospeed	           0	           0
           8	          56	      13 / 3	 00:00:18,57	 00:00:14,06	 00:15:07,40	Slipstream Rascals	           0	           0
          18	          66	       3 / 1	 00:00:13,40	 00:00:12,42	 00:15:07,54	DTM Les Fous	           0	           0
           7	          67	       2 / 1	 00:00:13,12	 00:00:12,65	 00:15:08,28	D&T Motorsport	           0	           0
          15	          59	      10 / 6	 00:00:17,86	 00:00:13,26	 00:15:08,98	Gentlemen Drivers	           0	           0
           4	          66	       3 / 1	 00:00:13,15	 00:00:12,50	 00:15:09,15	 Gas Monkeys	           0	           0
          14	          66	       3 / 1	 00:00:12,79	 00:00:12,50	 00:15:09,87	    DSCA K&Q	           0	           0
           6	          68	       1 / 1	 00:00:12,61	 00:00:12,41	 00:15:10,67	S-Slot Racing	           0	           0
          13	          65	       4 / 1	 00:00:12,58	 00:00:12,35	 00:15:10,76	PT Motorsport	           0	           0
          12	          59	      10 / 1	 00:00:16,77	 00:00:12,96	 00:15:12,84	Slotracefriends Juni	           0	           0
           3	          69	       0 / 0	 00:00:17,66	 00:00:12,22	 00:15:13,93	         DTM	           0	           0
           9	          66	       4 / 1	 00:00:12,76	 00:00:12,64	 00:15:15,21	Verschaeve Racing	           0	           0
           1	          67	       3 / 1	 00:00:12,65	 00:00:12,41	 00:15:15,41	Slotracefriends 1	           0	           0
          11	          68	       2 / 1	 00:00:12,47	 00:00:12,23	 00:15:18,22	    DSCA G&G	           0	           0
          16	          66	       4 / 1	 00:00:12,79	 00:00:12,61	 00:15:18,87	    Prospeed	           0	           0
          18	          67	       3 / 1	 00:00:12,79	 00:00:12,42	 00:15:20,40	DTM Les Fous	           0	           0
           7	          68	       2 / 1	 00:00:13,18	 00:00:12,65	 00:15:21,45	D&T Motorsport	           0	           0
           4	          67	       3 / 1	 00:00:13,01	 00:00:12,50	 00:15:22,02	 Gas Monkeys	           0	           0
           8	          57	      13 / 3	 00:00:14,78	 00:00:14,06	 00:15:22,06	Slipstream Rascals	           0	           0
          15	          60	      10 / 6	 00:00:13,67	 00:00:13,26	 00:15:22,45	Gentlemen Drivers	           0	           0
          14	          67	       3 / 1	 00:00:12,86	 00:00:12,50	 00:15:22,74	    DSCA K&Q	           0	           0
           6	          69	       1 / 1	 00:00:12,71	 00:00:12,41	 00:15:23,54	S-Slot Racing	           0	           0
           2	          55	      15 / 3	 00:00:19,72	 00:00:14,23	 00:15:25,29	Src Eindhoven 2.0	           0	           0
          12	          60	      10 / 1	 00:00:13,46	 00:00:12,96	 00:15:26,01	Slotracefriends Juni	           0	           0
          13	          66	       4 / 1	 00:00:15,52	 00:00:12,35	 00:15:26,32	PT Motorsport	           0	           0
           3	          70	       0 / 0	 00:00:12,82	 00:00:12,22	 00:15:26,80	         DTM	           0	           0
           1	          68	       3 / 1	 00:00:12,85	 00:00:12,41	 00:15:27,98	Slotracefriends 1	           0	           0
           9	          67	       4 / 1	 00:00:13,12	 00:00:12,64	 00:15:28,37	Verschaeve Racing	           0	           0
          11	          69	       2 / 1	 00:00:12,32	 00:00:12,23	 00:15:30,49	    DSCA G&G	           0	           0
          16	          67	       4 / 1	 00:00:12,26	 00:00:12,26	 00:15:31,14	    Prospeed	           0	           0
          18	          68	       3 / 1	 00:00:12,89	 00:00:12,42	 00:15:33,27	DTM Les Fous	           0	           0
           7	          69	       2 / 1	 00:00:12,94	 00:00:12,65	 00:15:34,32	D&T Motorsport	           0	           0
           4	          68	       3 / 1	 00:00:12,88	 00:00:12,50	 00:15:34,89	 Gas Monkeys	           0	           0
          14	          68	       3 / 1	 00:00:12,97	 00:00:12,50	 00:15:35,61	    DSCA K&Q	           0	           0
           6	          70	       1 / 1	 00:00:12,76	 00:00:12,41	 00:15:36,10	S-Slot Racing	           0	           0
           8	          58	      13 / 3	 00:00:14,32	 00:00:14,06	 00:15:36,42	Slipstream Rascals	           0	           0
          15	          61	      10 / 6	 00:00:14,23	 00:00:13,26	 00:15:36,81	Gentlemen Drivers	           0	           0
          12	          61	      10 / 1	 00:00:13,46	 00:00:12,96	 00:15:39,18	Slotracefriends Juni	           0	           0
          13	          67	       4 / 1	 00:00:13,09	 00:00:12,35	 00:15:39,49	PT Motorsport	           0	           0
           3	          71	       0 / 0	 00:00:12,91	 00:00:12,22	 00:15:39,67	         DTM	           0	           0
           1	          69	       3 / 1	 00:00:12,91	 00:00:12,41	 00:15:41,14	Slotracefriends 1	           0	           0
           9	          68	       4 / 1	 00:00:12,95	 00:00:12,64	 00:15:41,24	Verschaeve Racing	           0	           0
          11	          70	       2 / 1	 00:00:12,38	 00:00:12,23	 00:15:42,76	    DSCA G&G	           0	           0
          16	          68	       4 / 1	 00:00:12,50	 00:00:12,26	 00:15:43,41	    Prospeed	           0	           0
          18	          69	       3 / 1	 00:00:12,61	 00:00:12,42	 00:15:45,84	DTM Les Fous	           0	           0
           7	          70	       2 / 1	 00:00:12,89	 00:00:12,65	 00:15:47,19	D&T Motorsport	           0	           0
           4	          69	       3 / 1	 00:00:12,50	 00:00:12,50	 00:15:47,46	 Gas Monkeys	           0	           0
           2	          56	      16 / 3	 00:00:22,72	 00:00:14,23	 00:15:48,03	Src Eindhoven 2.0	           0	           0
          14	          69	       3 / 1	 00:00:12,47	 00:00:12,47	 00:15:48,17	    DSCA K&Q	           0	           0
           6	          71	       1 / 1	 00:00:12,56	 00:00:12,41	 00:15:48,67	S-Slot Racing	           0	           0
           8	          59	      13 / 3	 00:00:14,62	 00:00:14,06	 00:15:51,09	Slipstream Rascals	           0	           0
          15	          62	      10 / 6	 00:00:14,69	 00:00:13,26	 00:15:51,48	Gentlemen Drivers	           0	           0
          13	          68	       4 / 1	 00:00:12,65	 00:00:12,35	 00:15:52,05	PT Motorsport	           0	           0
           3	          72	       0 / 0	 00:00:12,77	 00:00:12,22	 00:15:52,23	         DTM	           0	           0
          12	          62	      11 / 1	 00:00:13,37	 00:00:12,96	 00:15:52,64	Slotracefriends Juni	           0	           0
           1	          70	       3 / 1	 00:00:12,80	 00:00:12,41	 00:15:53,71	Slotracefriends 1	           0	           0
           9	          69	       4 / 1	 00:00:12,88	 00:00:12,64	 00:15:54,11	Verschaeve Racing	           0	           0
          11	          71	       2 / 1	 00:00:12,22	 00:00:12,22	 00:15:55,33	    DSCA G&G	           0	           0
          16	          69	       4 / 1	 00:00:14,80	 00:00:12,26	 00:15:58,37	    Prospeed	           0	           0
          18	          70	       3 / 1	 00:00:12,71	 00:00:12,42	 00:15:58,41	DTM Les Fous	           0	           0
           4	          70	       3 / 1	 00:00:12,97	 00:00:12,50	 00:16:00,32	 Gas Monkeys	           0	           0
           7	          71	       2 / 1	 00:00:13,03	 00:00:12,65	 00:16:00,35	D&T Motorsport	           0	           0
          14	          70	       3 / 1	 00:00:12,61	 00:00:12,47	 00:16:00,74	    DSCA K&Q	           0	           0
           6	          72	       1 / 1	 00:00:12,70	 00:00:12,41	 00:16:01,24	S-Slot Racing	           0	           0
           2	          57	      16 / 3	 00:00:14,96	 00:00:14,23	 00:16:03,30	Src Eindhoven 2.0	           0	           0
          13	          69	       4 / 1	 00:00:12,65	 00:00:12,35	 00:16:04,62	PT Motorsport	           0	           0
           3	          73	       0 / 0	 00:00:12,56	 00:00:12,22	 00:16:04,80	         DTM	           0	           0
          15	          63	      11 / 7	 00:00:14,05	 00:00:13,26	 00:16:05,54	Gentlemen Drivers	           0	           0
          12	          63	      11 / 1	 00:00:13,12	 00:00:12,96	 00:16:06,11	Slotracefriends Juni	           0	           0
           1	          71	       3 / 1	 00:00:12,91	 00:00:12,41	 00:16:06,58	Slotracefriends 1	           0	           0
           9	          70	       4 / 1	 00:00:13,01	 00:00:12,64	 00:16:06,98	Verschaeve Racing	           0	           0
          11	          72	       2 / 1	 00:00:12,17	 00:00:12,17	 00:16:07,30	    DSCA G&G	           0	           0
           8	          60	      14 / 4	 00:00:17,60	 00:00:14,06	 00:16:08,74	Slipstream Rascals	           0	           0
           5	          46	     28 / 12	 00:05:13,56	 00:00:13,27	 00:16:09,91	         H&B	           0	           0
          16	          70	       4 / 1	 00:00:12,54	 00:00:12,26	 00:16:10,94	    Prospeed	           0	           0
          18	          71	       3 / 1	 00:00:12,70	 00:00:12,42	 00:16:11,28	DTM Les Fous	           0	           0
           7	          72	       2 / 1	 00:00:12,67	 00:00:12,65	 00:16:12,92	D&T Motorsport	           0	           0
           4	          71	       3 / 1	 00:00:12,83	 00:00:12,50	 00:16:13,19	 Gas Monkeys	           0	           0
          14	          71	       3 / 1	 00:00:12,86	 00:00:12,47	 00:16:13,61	    DSCA K&Q	           0	           0
           6	          73	       1 / 1	 00:00:13,00	 00:00:12,41	 00:16:14,41	S-Slot Racing	           0	           0
          13	          70	       4 / 1	 00:00:12,88	 00:00:12,35	 00:16:17,49	PT Motorsport	           0	           0
           2	          58	      16 / 3	 00:00:14,72	 00:00:14,23	 00:16:17,66	Src Eindhoven 2.0	           0	           0
           1	          72	       2 / 1	 00:00:12,76	 00:00:12,41	 00:16:19,45	Slotracefriends 1	           0	           0
          12	          64	      10 / 7	 00:00:13,97	 00:00:12,96	 00:16:19,88	Slotracefriends Juni	           0	           0
           9	          71	       3 / 1	 00:00:13,00	 00:00:12,64	 00:16:20,14	Verschaeve Racing	           0	           0
          11	          73	       1 / 1	 00:00:13,67	 00:00:12,17	 00:16:20,76	    DSCA G&G	           0	           0
          15	          64	      10 / 1	 00:00:15,38	 00:00:13,26	 00:16:20,80	Gentlemen Drivers	           0	           0
           3	          74	       0 / 0	 00:00:17,10	 00:00:12,22	 00:16:21,86	         DTM	           0	           0
           5	          47	     28 / 12	 00:00:14,02	 00:00:13,27	 00:16:23,98	         H&B	           0	           0
          16	          71	       4 / 1	 00:00:13,39	 00:00:12,26	 00:16:24,10	    Prospeed	           0	           0
           7	          73	       2 / 1	 00:00:13,04	 00:00:12,65	 00:16:25,79	D&T Motorsport	           0	           0
           8	          61	      14 / 4	 00:00:17,20	 00:00:14,06	 00:16:25,80	Slipstream Rascals	           0	           0
           4	          72	       3 / 1	 00:00:13,06	 00:00:12,50	 00:16:26,36	 Gas Monkeys	           0	           0
          14	          72	       3 / 1	 00:00:13,09	 00:00:12,47	 00:16:26,78	    DSCA K&Q	           0	           0
           6	          74	       1 / 1	 00:00:12,63	 00:00:12,41	 00:16:26,98	S-Slot Racing	           0	           0
          13	          71	       4 / 1	 00:00:12,44	 00:00:12,35	 00:16:30,06	PT Motorsport	           0	           0
          18	          72	       3 / 1	 00:00:19,93	 00:00:12,42	 00:16:31,03	DTM Les Fous	           0	           0
           1	          73	       2 / 1	 00:00:12,68	 00:00:12,41	 00:16:32,01	Slotracefriends 1	           0	           0
           2	          59	      16 / 3	 00:00:15,05	 00:00:14,23	 00:16:32,62	Src Eindhoven 2.0	           0	           0
          12	          65	      10 / 7	 00:00:13,27	 00:00:12,96	 00:16:33,04	Slotracefriends Juni	           0	           0
           9	          72	       3 / 1	 00:00:13,21	 00:00:12,64	 00:16:33,31	Verschaeve Racing	           0	           0
          11	          74	       1 / 1	 00:00:12,65	 00:00:12,17	 00:16:33,33	    DSCA G&G	           0	           0
          15	          65	      10 / 1	 00:00:13,93	 00:00:13,26	 00:16:34,57	Gentlemen Drivers	           0	           0
           3	          75	       0 / 0	 00:00:12,50	 00:00:12,22	 00:16:34,73	         DTM	           0	           0
           5	          48	     28 / 12	 00:00:13,55	 00:00:13,27	 00:16:37,44	         H&B	           0	           0
          16	          72	       4 / 1	 00:00:13,37	 00:00:12,26	 00:16:37,57	    Prospeed	           0	           0
           7	          74	       2 / 1	 00:00:13,04	 00:00:12,65	 00:16:38,96	D&T Motorsport	           0	           0
           4	          73	       3 / 1	 00:00:13,00	 00:00:12,50	 00:16:39,23	 Gas Monkeys	           0	           0
           6	          75	       1 / 1	 00:00:12,70	 00:00:12,41	 00:16:39,55	S-Slot Racing	           0	           0
          14	          73	       3 / 1	 00:00:13,40	 00:00:12,47	 00:16:39,95	    DSCA K&Q	           0	           0
           8	          62	      14 / 4	 00:00:15,79	 00:00:14,06	 00:16:41,66	Slipstream Rascals	           0	           0
          13	          72	       4 / 1	 00:00:12,23	 00:00:12,23	 00:16:42,33	PT Motorsport	           0	           0
           1	          74	       2 / 1	 00:00:12,71	 00:00:12,41	 00:16:44,88	Slotracefriends 1	           0	           0
          12	          66	      10 / 7	 00:00:13,09	 00:00:12,96	 00:16:45,91	Slotracefriends Juni	           0	           0
          11	          75	       1 / 1	 00:00:13,15	 00:00:12,17	 00:16:46,50	    DSCA G&G	           0	           0
           3	          76	       0 / 0	 00:00:12,71	 00:00:12,22	 00:16:47,00	         DTM	           0	           0
           9	          73	       4 / 1	 00:00:14,41	 00:00:12,64	 00:16:47,68	Verschaeve Racing	           0	           0
          18	          73	       4 / 1	 00:00:16,78	 00:00:12,42	 00:16:47,79	DTM Les Fous	           0	           0
          15	          66	      11 / 1	 00:00:13,52	 00:00:13,26	 00:16:48,03	Gentlemen Drivers	           0	           0
           5	          49	     28 / 11	 00:00:13,56	 00:00:13,27	 00:16:50,91	         H&B	           0	           0
          16	          73	       4 / 1	 00:00:13,43	 00:00:12,26	 00:16:51,04	    Prospeed	           0	           0
           7	          75	       2 / 1	 00:00:12,85	 00:00:12,65	 00:16:51,83	D&T Motorsport	           0	           0
           4	          74	       3 / 1	 00:00:12,86	 00:00:12,50	 00:16:52,09	 Gas Monkeys	           0	           0
           6	          76	       1 / 1	 00:00:12,61	 00:00:12,41	 00:16:52,11	S-Slot Racing	           0	           0
           2	          60	      17 / 3	 00:00:19,89	 00:00:14,23	 00:16:52,67	Src Eindhoven 2.0	           0	           0
          14	          74	       3 / 1	 00:00:13,09	 00:00:12,47	 00:16:53,11	    DSCA K&Q	           0	           0
          13	          73	       4 / 1	 00:00:12,20	 00:00:12,20	 00:16:54,30	PT Motorsport	           0	           0
           8	          63	      14 / 4	 00:00:14,29	 00:00:14,06	 00:16:55,73	Slipstream Rascals	           0	           0
           1	          75	       2 / 1	 00:00:12,88	 00:00:12,41	 00:16:57,75	Slotracefriends 1	           0	           0
          11	          76	       1 / 1	 00:00:12,85	 00:00:12,17	 00:16:59,37	    DSCA G&G	           0	           0
          12	          67	      10 / 7	 00:00:13,64	 00:00:12,96	 00:16:59,68	Slotracefriends Juni	           0	           0
           3	          77	       0 / 0	 00:00:12,73	 00:00:12,22	 00:16:59,87	         DTM	           0	           0
           9	          74	       4 / 1	 00:00:12,80	 00:00:12,64	 00:17:00,24	Verschaeve Racing	           0	           0
          15	          67	      11 / 1	 00:00:13,55	 00:00:13,26	 00:17:01,80	Gentlemen Drivers	           0	           0
          18	          74	       4 / 1	 00:00:15,08	 00:00:12,42	 00:17:02,75	DTM Les Fous	           0	           0
          16	          74	       4 / 1	 00:00:13,24	 00:00:12,26	 00:17:04,20	    Prospeed	           0	           0
           5	          50	     28 / 11	 00:00:13,51	 00:00:13,27	 00:17:04,37	         H&B	           0	           0
           7	          76	       2 / 1	 00:00:13,09	 00:00:12,65	 00:17:04,69	D&T Motorsport	           0	           0
           6	          77	       1 / 1	 00:00:12,95	 00:00:12,41	 00:17:05,28	S-Slot Racing	           0	           0
          14	          75	       3 / 1	 00:00:13,34	 00:00:12,47	 00:17:06,58	    DSCA K&Q	           0	           0
          13	          74	       4 / 1	 00:00:12,38	 00:00:12,20	 00:17:06,87	PT Motorsport	           0	           0
           4	          75	       3 / 1	 00:00:16,00	 00:00:12,50	 00:17:07,96	 Gas Monkeys	           0	           0
           8	          64	      14 / 4	 00:00:14,02	 00:00:14,02	 00:17:09,79	Slipstream Rascals	           0	           0
           1	          76	       2 / 1	 00:00:12,77	 00:00:12,41	 00:17:10,32	Slotracefriends 1	           0	           0
           2	          61	      17 / 4	 00:00:18,04	 00:00:14,23	 00:17:10,63	Src Eindhoven 2.0	           0	           0
          11	          77	       1 / 1	 00:00:12,74	 00:00:12,17	 00:17:12,23	    DSCA G&G	           0	           0
           3	          78	       0 / 0	 00:00:12,98	 00:00:12,22	 00:17:12,73	         DTM	           0	           0
          12	          68	      11 / 7	 00:00:13,27	 00:00:12,96	 00:17:12,84	Slotracefriends Juni	           0	           0
           9	          75	       4 / 1	 00:00:12,76	 00:00:12,64	 00:17:13,11	Verschaeve Racing	           0	           0
          15	          68	      11 / 1	 00:00:13,72	 00:00:13,26	 00:17:15,27	Gentlemen Drivers	           0	           0
          18	          75	       4 / 1	 00:00:12,61	 00:00:12,42	 00:17:15,62	DTM Les Fous	           0	           0
          16	          75	       4 / 1	 00:00:13,04	 00:00:12,26	 00:17:17,07	    Prospeed	           0	           0
           5	          51	     28 / 11	 00:00:13,30	 00:00:13,27	 00:17:17,84	         H&B	           0	           0
           7	          77	       2 / 1	 00:00:13,06	 00:00:12,65	 00:17:17,86	D&T Motorsport	           0	           0
          13	          75	       4 / 1	 00:00:12,50	 00:00:12,20	 00:17:19,14	PT Motorsport	           0	           0
          14	          76	       3 / 1	 00:00:13,61	 00:00:12,47	 00:17:20,04	    DSCA K&Q	           0	           0
           6	          78	       1 / 1	 00:00:16,01	 00:00:12,41	 00:17:21,14	S-Slot Racing	           0	           0
           1	          77	       2 / 1	 00:00:12,76	 00:00:12,41	 00:17:23,19	Slotracefriends 1	           0	           0
          11	          78	       1 / 1	 00:00:12,91	 00:00:12,17	 00:17:25,10	    DSCA G&G	           0	           0
           4	          76	       3 / 1	 00:00:17,17	 00:00:12,50	 00:17:25,31	 Gas Monkeys	           0	           0
           3	          79	       0 / 0	 00:00:12,67	 00:00:12,22	 00:17:25,60	         DTM	           0	           0
           8	          65	      15 / 4	 00:00:16,19	 00:00:14,02	 00:17:25,95	Slipstream Rascals	           0	           0
           9	          76	       4 / 1	 00:00:13,40	 00:00:12,64	 00:17:26,58	Verschaeve Racing	           0	           0
          18	          76	       4 / 1	 00:00:12,95	 00:00:12,42	 00:17:28,48	DTM Les Fous	           0	           0
           2	          62	      18 / 4	 00:00:18,95	 00:00:14,23	 00:17:29,48	Src Eindhoven 2.0	           0	           0
          15	          69	      11 / 7	 00:00:14,39	 00:00:13,26	 00:17:29,63	Gentlemen Drivers	           0	           0
          16	          76	       4 / 1	 00:00:12,64	 00:00:12,26	 00:17:29,94	    Prospeed	           0	           0
           5	          52	     28 / 11	 00:00:13,27	 00:00:13,27	 00:17:31,01	         H&B	           0	           0
           7	          78	       2 / 1	 00:00:13,27	 00:00:12,65	 00:17:31,03	D&T Motorsport	           0	           0
          12	          69	      11 / 1	 00:00:18,73	 00:00:12,96	 00:17:31,70	Slotracefriends Juni	           0	           0
          14	          77	       3 / 1	 00:00:12,88	 00:00:12,47	 00:17:32,91	    DSCA K&Q	           0	           0
          13	          76	       4 / 1	 00:00:12,45	 00:00:12,20	 00:17:33,20	PT Motorsport	           0	           0
           6	          79	       1 / 1	 00:00:12,82	 00:00:12,41	 00:17:34,01	S-Slot Racing	           0	           0
           1	          78	       2 / 1	 00:00:12,61	 00:00:12,41	 00:17:35,76	Slotracefriends 1	           0	           0
          11	          79	       1 / 1	 00:00:12,28	 00:00:12,17	 00:17:37,37	    DSCA G&G	           0	           0
           3	          80	       0 / 0	 00:00:12,77	 00:00:12,22	 00:17:38,17	         DTM	           0	           0
           4	          77	       4 / 1	 00:00:13,76	 00:00:12,50	 00:17:38,78	 Gas Monkeys	           0	           0
           9	          77	       4 / 1	 00:00:13,12	 00:00:12,64	 00:17:39,75	Verschaeve Racing	           0	           0
           8	          66	      15 / 4	 00:00:14,69	 00:00:14,02	 00:17:40,61	Slipstream Rascals	           0	           0
          18	          77	       4 / 1	 00:00:12,73	 00:00:12,42	 00:17:41,05	DTM Les Fous	           0	           0
          16	          77	       4 / 1	 00:00:12,89	 00:00:12,26	 00:17:42,81	    Prospeed	           0	           0
          15	          70	      11 / 7	 00:00:14,26	 00:00:13,26	 00:17:44,00	Gentlemen Drivers	           0	           0
           2	          63	      18 / 4	 00:00:14,29	 00:00:14,23	 00:17:44,14	Src Eindhoven 2.0	           0	           0
           5	          53	     28 / 11	 00:00:13,49	 00:00:13,27	 00:17:44,47	         H&B	           0	           0
          13	          77	       4 / 1	 00:00:13,01	 00:00:12,20	 00:17:44,57	PT Motorsport	           0	           0
          12	          70	      11 / 1	 00:00:13,91	 00:00:12,96	 00:17:45,46	Slotracefriends Juni	           0	           0
          14	          78	       3 / 1	 00:00:12,80	 00:00:12,47	 00:17:45,78	    DSCA K&Q	           0	           0
           6	          80	       1 / 1	 00:00:12,79	 00:00:12,41	 00:17:46,88	S-Slot Racing	           0	           0
           7	          79	       2 / 1	 00:00:16,12	 00:00:12,65	 00:17:47,19	D&T Motorsport	           0	           0
           1	          79	       2 / 1	 00:00:12,62	 00:00:12,41	 00:17:48,32	Slotracefriends 1	           0	           0
          11	          80	       1 / 1	 00:00:12,30	 00:00:12,17	 00:17:49,64	    DSCA G&G	           0	           0
           3	          81	       0 / 0	 00:00:12,70	 00:00:12,22	 00:17:51,04	         DTM	           0	           0
           4	          78	       4 / 1	 00:00:13,03	 00:00:12,50	 00:17:51,95	 Gas Monkeys	           0	           0
          18	          78	       4 / 1	 00:00:13,04	 00:00:12,42	 00:17:54,22	DTM Les Fous	           0	           0
           8	          67	      15 / 4	 00:00:14,08	 00:00:14,02	 00:17:54,68	Slipstream Rascals	           0	           0
          16	          78	       4 / 1	 00:00:12,76	 00:00:12,26	 00:17:55,38	    Prospeed	           0	           0
           9	          78	       4 / 1	 00:00:17,29	 00:00:12,64	 00:17:56,80	Verschaeve Racing	           0	           0
          15	          71	      11 / 7	 00:00:13,76	 00:00:13,26	 00:17:57,76	Gentlemen Drivers	           0	           0
           5	          54	     28 / 10	 00:00:13,46	 00:00:13,27	 00:17:57,94	         H&B	           0	           0
          13	          78	       4 / 1	 00:00:13,34	 00:00:12,20	 00:17:58,04	PT Motorsport	           0	           0
          14	          79	       3 / 1	 00:00:13,54	 00:00:12,47	 00:17:59,25	    DSCA K&Q	           0	           0
           6	          81	       1 / 1	 00:00:12,71	 00:00:12,41	 00:17:59,45	S-Slot Racing	           0	           0
           7	          80	       2 / 1	 00:00:13,01	 00:00:12,65	 00:18:00,35	D&T Motorsport	           0	           0
           1	          80	       2 / 1	 00:00:12,72	 00:00:12,41	 00:18:00,89	Slotracefriends 1	           0	           0
           2	          64	      18 / 4	 00:00:18,01	 00:00:14,23	 00:18:01,80	Src Eindhoven 2.0	           0	           0
          11	          81	       1 / 1	 00:00:12,47	 00:00:12,17	 00:18:01,91	    DSCA G&G	           0	           0
